STN Code,Sampling Date,Month,Sampling Time,Stn Name,Type Water Body,Name Of Water Body,River Basin,District,State Name,Mon Agency,Frequency,Major Polluting Sources,Use Based Class, Use of Water in Down Stream, Visibility Effluent Discharge,Weather,Approx Depth,Human Activities,Floating Matter,Color,Odor,Flow,Temperature,Dissolved O2,pH,Conductivity,BOD,Nitrate N,Fecal Coliform,Total Coliform,Fecal Streptococci,Turbidity,Phenophelene Alkanity,Total Alkalinity,Chlorides,COD,Total Kjeldahl N,Amonia N,Hardness CaCo3,Calcium CaCo3,Magnesium CaCo3,Sulphate,Sodium,Total Dissolved Solids,Total Fixed Solids,Total Suspended Solids,Phosphate,Boron,Potassium,Flouride,Remark,latitude,longitude
5984,08-03-2025,Aug,05:30:00,"Wainganga river at kardha bridge, D/S of bhandara city, Dist- Bhandara",River,,,Bhandara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,"Fishing,Others",Yes,Light Brown, Odourless,4.0,18.0,5.8,7.9,213.0,4.5,0.68,170,280,1.8(BDL),17,5(BDL),91,6.65,16.0,1.68,0.43,91.4,53.0,38.4,12.99,8.2,140.0,120.4,22,0.2(BDL),0.5(BDL),2.6,0.2(BDL),,21.150911,79.66716
5985,08-03-2025,Aug,04:00:00,"Gosekhurd Dam village - Gosekhurd, pauni, Dist- Bhandara",Dam,,,Bhandara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,"Fishing,Others",Yes,Light Brown,Odourless,4.0,18.0,5.4,7.6,176.0,3.6,0.56,4.5,13,1.8(BDL),45,5(BDL),88,7.45,12.0,2.8,0.55,85.2,57.8,27.4,16.09,9.6,128.0,112.6,12,0.2(BDL),0.5(BDL),2.4,0.2(BDL),,20.875423,79.611417
11,08-07-2025,Aug,11:00:00,"Wainganga river at Ashti, Village. Ashti, Taluka. Gondpipri, District.Chandrapur.",River,Wainganga ,Wainganga ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,,0.0,20.0,7.2,8.4,487.0,3.2,3.7,110,280,1.8(BDL),1(BDL),12.6,194,26.49,8.0,1.5(BDL),0.4,216.0,107.8,108.2,36.22,38,340.0,285.0,30,0.2(BDL),0.5(BDL),2.7,0.2(BDL),,19°10.643’,79°47.140 ’
2156,08-07-2025,Aug,17:30:00,"Wardha river at confluence point of Penganga & Wardha. Village. Jugad, Taluka. Wani, District. Yavatmal.",River,Penganga ,Penganga ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,,0.0,20.0,6.9,8.4,523.0,3.2,3.82,79,170,1.8(BDL),1(BDL),15.6,196,27.99,8.0,1.68,0.54,211.8,112.6,99.2,37.96,41.3,377.0,320.0,21,0.2(BDL),0.5(BDL),2.8,0.2(BDL),,19°53.943’,79°08.911’
2174,08-07-2025,Aug,16:00:00,"Wardha river at D/s of ACC Ltd. Ghuggus near WCL pump house, Village. Ghuggus, Taluka. Chandrapur, District. Chandrapur.",River,Wardha ,Wardha ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,,0.0,22.0,6.7,8.4,518.0,3.8,3.79,110,220,1.8(BDL),1.1,14.4,208,27.49,16.0,2.24,0.79,210.0,115.0,95.0,35.8,35.8,380.0,315.0,58,0.2(BDL),0.5(BDL),2.7,0.2(BDL),,19°54.291’,79°06.894’
2175,08-05-2025,Aug,12:00:00,"Wainganga river at U/s of Gaurav Paper Mills, near jackwell,  Village. Bramhpuri, Taluka. Chandrapur, District. Chandrapur.",River,Wainganga ,Wainganga ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,,0.0,,7,7.5,1614.0,4.5,ND,46,140,1.8(BDL),120,5(BDL),84,15,16.0,2.8,0.76,91.4,53.0,38.4,15.81,7.5,125.0,104.0,38,0.2(BDL),0.5(BDL),2.7,,,20°37.169’,79°51.408’
2176,08-05-2025,Aug,12:30:00,"Wainganga river at D/s of Gaurav Paper Mills, near jackwell,  Village. Bramhpuri, Taluka. Chandrapur, District. Chandrapur.",River,Wainganga ,Wainganga ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,,0.0,,6.1,7.5,160.0,4.9,ND,170,280,1.8(BDL),95,5(BDL),80,15,20.0,2.8,0.78,82.8,49.8,33.0,15.81,6.7,120.0,98.0,62,ND,0.5(BDL),2.5,,,20°37.169’,79°56.408’
2697,08-06-2025,Aug,13:00:00,"Penganga river near water supply scheme of Umarkhed M.C., Village. Belkhed,Taluka. Umarkhed, District. Yavatmal.",River,Penganga ,Penganga ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,,0.0,,7.1,8.4,494.0,3.6,2.55,70,140,1.8(BDL),1(BDL),17.6,257,28.49,12.0,2.24,0.73,262.2,160.6,101.6,36.22,42.7,368.0,309.0,18,ND,0.5(BDL),2.7,,,20° 23.559’,78° 07.934’
2698,08-06-2025,Aug,14:30:00,"Penganga river D/s of Isapur Dam, Village. Isapur,Taluka. Pusad,District. Yavatmal.",River,Penganga ,Penganga ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,,0.0,21.0,6.8,8.4,701.0,3.7,1.33,33,39,1.8(BDL),1(BDL),14.2,199,71.48,12.0,2.24,0.72,237.4,137.6,99.8,77.78,76.8,470.0,390.0,14,0.2(BDL),0.5(BDL),3.6,0.2(BDL),,20° 23.559’,78° 07.934’
2719,08-07-2025,Aug,14:00:00,"Wardha river at D/s of Erai river at Hadasti near Arun Engg. Works, Village. Hadasti, Taluka. Chandrapur, District. Chandrapur.",River,Erai ,Erai ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,,0.0,22.0,6.9,8.4,506.0,3.7,3.82,110,220,1.8(BDL),1(BDL),13.2,201,26.49,16.0,2.24,7.6,202.4,110.4,92.0,37.96,35.5,380.0,312.0,36,0.2(BDL),0.5(BDL),2.8,0.2(BDL),,19° 59.433’,79° 15.754’
2720,08-07-2025,Aug,13:20:00,"Wardha river at U/s of Erai river at Hadasti near Arun Engg. Works, Village. Hadasti, Taluka. Chandrapur, District. Chandrapur.",River,Erai ,Erai ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,,0.0,21.0,7,8.3,486.0,3.5,3.81,49,79,1.8(BDL),1(BDL),11.8,206,27.49,12.0,2.8,0.72,212.2,110.2,102.0,36.22,41.3,378.0,313.0,28,0.2(BDL),0.5(BDL),2.8,0.2(BDL),,19° 59.263’,79° 06.907’
2721,08-07-2025,Aug,15:30:00,"Wardha river at U/s of ACC Ltd. Ghuggus near WCL pump house, Village. Ghuggus, Taluka. Chandrapur, District. Chandrapur.",River,Wardha ,Wardha ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,,0.0,22.0,7,8.4,452.0,3.6,3.67,79,140,1.8(BDL),1(BDL),13.8,197,28.49,12.0,1.68,0.51,211.0,111.2,99.8,35.8,41.2,340.0,278.0,40,0.2(BDL),0.5(BDL),3.1,0.2(BDL),,19° 54.336’,79° 06.894’
1212,08-07-2025,Aug,12:15:00,"Wardha river at Rajura bridge, Village. Rajura, Taluka. Chandrapur, District. Chandrapur.",River,Wardha ,Wardha ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,,0.0,20.0,7,8.4,467.0,3.3,3.83,79,110,1.8(BDL),1.1,12,204,28.49,8.0,2.24,0.74,209.8,115.2,94.6,37.96,39.2,355.0,301.0,34,0.2(BDL),0.5(BDL),3,0.2(BDL),,19° 48’,79° 23’
1095,08-05-2025,Aug,11:50:00,"Godavari river at U/s of Gangapur Dam, Village. Gangapur,Taluka. Nashik, District. Nashik.", Dam,Godavari ,Godavari ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Bathing,Yes,Clear,,0.0,,4.3,8.2,183.0,4.4,1.4,12,79,1.8(BDL),29.3,5(BDL),26,8.5,20.0,1.5(BDL),0.4,36.0,16.0,20.0,11.72,6.7,152.0,138.0,54,0.84,0.5(BDL),1(BDL),0.2(BDL),,20°02.400 ’,73°40.751’
1096,08-05-2025,Aug,13:25:00,"Godavari river at Ramkund, Village. Panchavati, Taluka. Nashik, District. Nashik.",River,Godavri ,Godavri ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,,0.0,,4,7.6,310.0,6.0,2.56,13,150,1.8(BDL),36.5,5(BDL),66,19.49,24.0,1.5(BDL),0.4,84.0,46.0,38.0,66.92,12.29,253.0,224.0,42,0.75,0.5(BDL),1(BDL),0.2(BDL),,20°00.482’,73°47.542’
1211,08-05-2025,Aug,13:45:00,"Godavari river at D/s of Nashik near Amardham, Village. GadgebabaMaharaj Nagar, Taluka . Nashik, District. Nashik.",River,Godavri ,Godavri ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,,0.0,,4.1,8.6,311.0,6.2,2.65,17,220,1.8(BDL),6.4,5(BDL),66,18.49,20.0,1.5(BDL),0.4,86.0,46.0,40.0,64.06,11.93,244.0,220.0,49,0.94,0.5(BDL),1(BDL),0.2(BDL),,20°00.109’,73°47.842’
2177,08-05-2025,Aug,12:40:00,"Godavari river near Someshwar Temple, Village. Someshwar, Taluka. Nashik, District. Nashik.",River,Godavri ,Godavri ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,"Boating,Tourism Spot",Yes,Clear,,0.0,,5.6,9.1,345.0,3.0,4.92,25,540,1.8(BDL),25.2,BDL,70,17.49,12.0,1.5(BDL),0.4,88.0,48.0,40.0,73.26,12.11,271.0,244.0,36,1.15,0.5(BDL),1(BDL),0.2(BDL),,20°01.391’,73°43.740’
2178,08-05-2025,Aug,12:55:00,"Chikhali nallah meets Godavari river, Village. Chikhali, Taluka. Nashik, District. Nashik.",Nala,Chikhali Nalla,Chikhali Nalla,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,,3,7.9,376.0,8.8,4.28,94,920,1.8(BDL),23,5(BDL),188,113.96,32.0,11.76,4.85,230.0,136.0,94.0,158.68,50.81,300.0,270.0,112,5.2,0.5(BDL),1(BDL),0.2(BDL),,20°01.022’,73°44.116’
2179,08-05-2025,Aug,13:15:00,"Godavari river at Hanuman Ghat, Village. Nashik city, Taluka. Nashik, District. Nashik.",River,Godavri ,Godavri ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Bathing,Yes,Clear,,0.0,,4.8,8.4,337.0,4.8,2.49,13,140,1.8(BDL),25,5(BDL),66,19.49,16.0,1.5(BDL),0.4,86.0,46.0,40.0,131.92,12.78,262.0,236.0,52,0.91,0.5(BDL),1(BDL),0.2(BDL),,20°00.546’,73°47.020’
2180,08-05-2025,Aug,14:45:00,"Godavari river at Tapovan,Village. Tapovan, Taluka. Nashik, District. Nashik.",River,Godavri ,Godavri ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,,0.0,,5.1,8.4,324.0,4.6,2.45,63,920,1.8(BDL),20.1,5(BDL),62,18.49,16.0,1.5(BDL),0.4,80.0,46.0,34.0,64.92,35.19,255.0,228.0,49,1.42,0.5(BDL),1(BDL),0.2(BDL),,20°00.007’,73°48.907’
2181,08-05-2025,Aug,14:50:00,"Godavari river at Kapila. Godavari confluence point,  Village. Tapovan, Taluka. Nashik, District. Nashik.",River,Godavri ,Godavri ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,,0.0,,4.8,7.8,715.0,8.6,1.4,63,920,1.8(BDL),15.8,5(BDL),154,46.49,28.0,19.92,7.34,186.0,110.0,76.0,225.8,11.73,575.0,519.0,142,3.68,0.5(BDL),1(BDL),0.2(BDL),,20°00.012’,73°48.914’
2182,08-05-2025,Aug,04:05:00,"Godavari river at Saikheda village,  Village. Saikheda, Taluka. Niphad, District. Nashik.",River,Godavri ,Godavri ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,,0.0,,5.4,8.5,317.0,3.2,2.53,17,240,1.8(BDL),6.8,BDL,60,24.49,12.0,1.5(BDL),0.4,80.0,42.0,38.0,58.12,13.69,251.0,223.0,33,2.16,0.5(BDL),1(BDL),0.2(BDL),,20°00.859’,74°00.350’
2183,08-05-2025,Aug,16:50:00,"Godavari river at Nandur.Madhmeshwar Dam, Village. Nandur, Taluka. Niphad, District. Nashik.",River,Godavri ,Godavri ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,,5,9.3,334.0,4.4,2.72,12,94,1.8(BDL),16,5(BDL),66,25.49,16.0,1.5(BDL),0.4,84.0,46.0,38.0,69.78,15.72,267.0,241.0,61,1.42,0.5(BDL),1(BDL),0.2(BDL),,20°00.535’,74°07.948’
2660,08-04-2025,Aug,13:10:00,"Darna river at Chehedi water works (pumping station), Village. Chehedi, Taluka. Nashik, District. Nashik.",River,Darna ,Darna ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,,4.7,7.9,363.0,5.4,2.77,12,170,1.8(BDL),10.3,5(BDL),60,19.99,20.0,1.5(BDL),0.4,76.0,40.0,36.0,50.9,14.34,277.0,246.0,71,0.94,0.5(BDL),1(BDL),0.2(BDL),,19° 55.873’,73° 51.429’
2661,08-04-2025,Aug,11:25:00,"Darna river at Aswali ( Darna Dam),Village. Aswali,Taluka. Igatpuri,District. Nashik.",River,Darna ,Darna ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,,5.6,8.0,182.0,3.2,1.4,13,170,1.8(BDL),20.9,5(BDL),22,8,12.0,1.5(BDL),0.4,30.0,18.0,12.0,16.24,5.07,142.0,116.0,34,0.81,0.5(BDL),1(BDL),0.2(BDL),,19° 48.184’,73° 44.276’
2662,08-04-2025,Aug,12:05:00,"Darna river at MES site pumping station, Village. Bhagur, Taluka. Nashik, District. Nashik.",River,Darna ,Darna ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,,5.4,8.1,223.0,4.8,1.65,15,220,1.8(BDL),4,5(BDL),30,11,16.0,1.5(BDL),0.4,42.0,24.0,18.0,18.34,6.74,172.0,151.0,43,1.41,0.5(BDL),1(BDL),0.2(BDL),,19° 52.114’,73° 49.662’
2663,08-04-2025,Aug,12:05:00,"Darna river at Bhagur pumping station near Pandhurli bridge, Village. Bhagur,Taluka. Nashik,District. Nashik.",River,Darna ,Darna ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,,5.5,7.8,255.0,4.8,1.54,17,240,1.8(BDL),12,5(BDL),30,12,16.0,1.5(BDL),0.4,40.0,22.0,18.0,17.08,7.22,204.0,181.0,64,0.72,0.5(BDL),1(BDL),0.2(BDL),,19° 52.306’,73° 50.235’
2664,08-04-2025,Aug,12:40:00,"Darna river at Sansari, Village. Sansari,Taluka. Nashik,District. Nashik.",River,Darna ,Darna ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,,4.6,7.1,210.0,5.6,2.23,17,220,1.8(BDL),11.2,BDL,36,15,20.0,1.5(BDL),0.4,50.0,28.0,22.0,24.6,10.02,187.0,140.0,58,0.72,0.5(BDL),1(BDL),0.2(BDL),,19° 54.350’,73° 50.546’
1253,08-05-2025,Aug,00:00:00,"Girna river at Malegaon road bridge, Village. Malegaon, Taluka. Malegaon, District. Nashik.",River,Girrna ,Girrna ,Nashik,Maharashtra,Maharashtra PCB,Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry river,20°32.106’,74°31.220’
1251,08-06-2025,Aug,13:00:00,"Tapi river at U/s, Bhusawal,Village. Bhusawal Railway Colony, Taluka. Bhusawal, District. Jalgaon.",River,Tapi ,Tapi ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,,No Information,,,Clear,Less than 50cm,Others,No,Clear,,1.0,23.0,4.6,8.6,382.0,3.8,2.9,13,170,1.8(BDL),7.98,5(BDL),54,16,20.0,1.5(BDL),0.58,70.0,40.0,30.0,49.16,15.02,222.0,199.0,50,0.71,0.5(BDL),1(BDL),0.2(BDL),,21°03.671’,75°47.537’
1313,08-06-2025,Aug,15:00:00,"Tapi river at Ajnad village, Village.Ajnad , Taluka. Raver, District.Jalgaon.",River,Tapi ,Tapi ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,,No Information,,,Clear,Less than 50cm,Others,No,Clear,,1.0,23.0,5.8,8.5,276.0,3.6,3,10,280,1.8(BDL),20.5,5(BDL),48,16,12.0,1.5(BDL),0.4,62.0,34.0,28.0,52.92,14.06,220.0,195.0,29,0.72,0.5(BDL),1(BDL),0.2(BDL),,21°14.696’,76°08.898’
2658,08-07-2025,Aug,00:00:00,"Bori river, D/S of Amalner, Village. Amalner, Taluka. Jalgaon, District. Jalgaon.",River,Bori ,Bori ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry river,21º 03.360',75º 04.283'
2667,08-06-2025,Aug,00:00:00,"Hiwara river at  D/S of Pachora, Village. Pachora,Taluka. Jalgaon,District. Jalgaon.",River,Hiwara ,Hiwara ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry river,20º 40.031',75º 21.464'
2674,08-07-2025,Aug,00:00:00,"Mor river  near Padalashe, Village. Padalashe,Taluka. Jalgaon, District. Jalgaon.",River,Mor ,Mor ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry river,21º 06.455',75º 47.515'
2710,08-06-2025,Aug,00:00:00,"Titur river at  D/S of Chalisgaon, Village. Chalisgaon,Taluka. Jalgaon,District. Jalgaon.",River,Titur ,Titur ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry river,20º 27.987',75º 01.165'
2718,08-06-2025,Aug,11:00:00,"Waghur river at. Sakegaon before Confluence with Tapi river, Village. Sakegaon,Taluka. Jalgaon,District. Jalgaon.",River,Waghur ,Waghur ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,,No Information,,,Clear,Less than 50cm,Others,No,Clear,,1.0,23.0,5.4,8.7,665.0,3.6,0.66,13,79,1.8(BDL),21.9,5(BDL),136,109.97,12.0,1.5(BDL),0.4,170.0,100.0,70.0,168.3,51.85,533.0,477.0,18,0.66,0.5(BDL),1(BDL),0.2(BDL),,21º 05.592',75º 41.642'
1252,08-07-2025,Aug,11:50:00,"Girna river at Jalgaon at intake of Girna pump huose, Village. Girna pump house area, Taluka. Jalgaon, District. Jalgaon.",River,Girna ,Girna ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,,No Information,,,Clear,Less than 50cm,Others,No,Clear,,1.0,23.0,5.2,8.7,575.0,4.4,1.11,17,540,1.8(BDL),13,5(BDL),116,92.97,16.0,1.5(BDL),0.4,144.0,84.0,60.0,101.4,35.72,462.0,414.0,33,0.48,0.5(BDL),1(BDL),0.2(BDL),,20°59.372’,75°30.942’
1314,08-05-2025,Aug,02:40:00,"Tapi river at Ubad village near Gujratborder, Village. Ubad, Taluka. Shahada, District. Nandurbar.",River,Tapi ,Tapi ,Dhule,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,22.0,4.2,8.1,305.0,6.0,2.74,14,220,1.8(BDL),26.4,5(BDL),54,22.49,20.0,1.68,0.68,70.0,40.0,30.0,67.18,19.22,247.0,221.0,69,0.95,0.5(BDL),1(BDL),0.2(BDL),,21°31.799’,74°19.149’
2652,08-05-2025,Aug,00:00:00,"Amravati river at D/s. of Dondaicha, Village. Dondaicha, Taluka. Dhule, District. Dhule.",River,Amravati ,Amravati ,Dhule,Maharashtra,Maharashtra PCB,Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry river,21º 19.688',74º 34.184'
2659,08-06-2025,Aug,00:00:00,"Burai river before confluence to Tapi river, Village. Mukudas, Taluka. Dhule, District. Dhule.",River,Burai ,Burai ,Dhule,Maharashtra,Maharashtra PCB,Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry river,21º 18.077',75º 47.818'
2666,08-05-2025,Aug,03:30:00,"Gomai river D/s. of Shahada, Village. Shahada,Taluka. Dhule,District. Dhule.",River,Gomai ,Gomai ,Dhule,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,22.0,4,7.7,320.0,8.8,2.67,17,280,1.8(BDL),25.8,5(BDL),56,39.99,28.0,1.5(BDL),0.4,76.0,42.0,34.0,19.75,19.75,252.0,229.0,78,0.88,0.5(BDL),1(BDL),0.2(BDL),,21º 32.744',74º 27.618'
2670,08-06-2025,Aug,11:40:00,"Kan river at Sakri water works, Village. Sakri, Taluka. Dhule, District. Dhule.",River,Kan ,Kan ,Dhule,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,18.0,5.2,8.3,268.0,4.2,2.6,21,540,1.8(BDL),47.1,5(BDL),48,32.49,16.0,1.5(BDL),0.4,62.0,34.0,28.0,25.08,11.07,211.0,186.0,44,0.83,0.5(BDL),1(BDL),0.2(BDL),,20º 59.642',74º 17.48'
2684,08-06-2025,Aug,11:00:00,"Panzara river, Near Panzarakan SSK Ltd, Village. Panzara,Taluka. Dhule, District. Dhule.",River,Panzara ,Panzara ,Dhule,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,18.0,5,8.3,264.0,4.0,2.6,26,210,1.8(BDL),30.1,5(BDL),46,29.99,16.0,1.5(BDL),0.4,60.0,34.0,26.0,24.34,11.06,209.0,191.0,49,0.83,0.5(BDL),1(BDL),0.2(BDL),,20º 57.405',74º 17.598'
1907,08-06-2025,Aug,01:30:00,"Rangavali river at D/s of Navapur near Rangavali bridge, Village. Navapur, Taluka. Navapur, District. Nandurbar.",River,Rangavali ,Rangavali ,Dhule,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,20.0,5.2,8.3,281.0,4.0,1.83,20,350,1.8(BDL),11.8,5(BDL),50,10.5,12.0,1.5(BDL),0.4,64.0,36.0,28.0,28.76,9.67,228.0,205.0,42,1.02,0.5(BDL),1(BDL),0.2(BDL),,21°09.794',73°47.211'
1463,08-07-2025,Aug,10:30:00,"Nira river at Sarola bridge, Village. Sarola, Taluka.Bhor, District. Pune.",River,Nira ,Nira ,Pune,Maharashtra,Maharashtra PCB,Monthly,,A (Drinking Water source without conventional treatment but after disinfection),,,Clear,Less than 50cm,Others,Yes,Clear,,0.0,27.5,4.5,7.9,236.0,6.2,0.6,9.2,540,1.8(BDL),1(BDL),42,20(BDL),15.15,16.0,1.5(BDL),0.4,68.0,32.0,36.0,6.71,8.75,187.0,155.0,11,0.2(BDL),0.9,1(BDL),0.2(BDL),,18°10.588',73°57.287 '
2191,08-05-2025,Aug,13:45:00,"Mutha river at Sangam bridge near Ganapathyghat, Village . Shivaji Nagar,  Taluka. Pune, District. Pune.",River,Mutha ,Mutha ,Pune,Maharashtra,Maharashtra PCB,Monthly,,A (Drinking Water source without conventional treatment but after disinfection),,,Clear,Less than 50cm,Others,Yes,Clear,,0.0,27.5,2.4,7.5,529.0,27.0,2.36,79,1600,11,8.95,5(BDL),96,44.89,84.0,8.4,3.43,150.0,78.0,72.0,5(BDL),31.71,415.0,337.0,30,0.59,2.5,6.67,0.6,,18°31.815’,73°51.662’
2192,08-05-2025,Aug,12:30:00,"Mula - Mutha river at Mundhawa bridge,Village. Mundhawa,Taluka. Haweli,District. Pune.",River,Mula Mutha ,Mula Mutha ,Pune,Maharashtra,Maharashtra PCB,Monthly,,A (Drinking Water source without conventional treatment but after disinfection),,,Clear,Less than 50cm,Others,Yes,Clear,,0.0,27.5,4.1,7.4,486.0,12.5,0.7,41,1600,6,3.34,5(BDL),94,41.74,36.0,6.72,2.84,138.0,70.0,68.0,5(BDL),26.31,385.0,311.0,12,0.56,2.3,4.42,0.5,,18°32.206’,73°56.015’
